Hm0 deep,Tp deep,Tm deep,"Tm-1,0 deep",h deep,m,b,h,Hm0 toe,Tp toe,Tm toe,"Tm-1,0 toe",ht,Bt,gf,cotad,cotau,cotaexcl,cotaincl,Rc,B,hb,tanaB,Bh,Ac,Gc,q
0.13,1.347,1.196,1.25,0.515,1000.0,45.0,0.515,0.13,1.347,1.196,1.25,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,1.17279e-05
0.14,1.384,1.235,1.299,0.515,1000.0,45.0,0.515,0.14,1.384,1.235,1.299,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,2.6001e-05
0.103,1.164,1.098,1.145,0.515,1000.0,45.0,0.515,0.103,1.164,1.098,1.145,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,8.21373e-07
0.093,1.219,1.033,1.077,0.515,1000.0,45.0,0.515,0.093,1.219,1.033,1.077,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,2.42272e-07
0.087,1.219,1.08,1.13,0.515,1000.0,45.0,0.515,0.087,1.219,1.08,1.13,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,7.72328e-08
0.1,1.219,1.131,1.184,0.515,1000.0,45.0,0.515,0.1,1.219,1.131,1.184,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,1.08097e-06
0.114,1.313,1.182,1.239,0.515,1000.0,45.0,0.515,0.114,1.313,1.182,1.239,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,4.04951e-06
0.127,1.313,1.237,1.295,0.515,1000.0,45.0,0.515,0.127,1.313,1.237,1.295,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,1.92272e-05
0.138,1.347,1.283,1.346,0.515,1000.0,45.0,0.515,0.138,1.347,1.283,1.346,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,4.03212e-05
0.123,1.707,1.479,1.561,0.515,1000.0,45.0,0.515,0.123,1.707,1.479,1.561,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,9.16783e-06
0.111,1.463,1.402,1.479,0.515,1000.0,45.0,0.515,0.111,1.463,1.402,1.479,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,1.69095e-06
0.1,1.347,1.337,1.399,0.515,1000.0,45.0,0.515,0.1,1.347,1.337,1.399,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,3.05835e-07
0.139,1.896,1.542,1.634,0.515,1000.0,45.0,0.515,0.139,1.896,1.542,1.634,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,7.01197e-05
0.096,1.652,1.378,1.442,0.515,1000.0,45.0,0.515,0.096,1.652,1.378,1.442,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,2.14139e-07
0.106,1.707,1.444,1.516,0.515,1000.0,45.0,0.515,0.106,1.707,1.444,1.516,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,2.98757e-06
0.12,1.652,1.536,1.613,0.515,1000.0,45.0,0.515,0.12,1.652,1.536,1.613,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,1.13349e-05
0.131,1.766,1.583,1.665,0.515,1000.0,45.0,0.515,0.131,1.766,1.583,1.665,0.485,0.13,0.4,2.0,2.0,2.0,2.0,0.1,0.0,0.0,0.0,0.0,0.1,0.13,4.15323e-05
0.138,1.384,1.219,1.282,0.485,1000.0,45.0,0.485,0.138,1.384,1.219,1.282,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.63353e-06
0.129,1.384,1.189,1.247,0.485,1000.0,45.0,0.485,0.129,1.384,1.189,1.247,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,4.97397e-07
0.114,1.249,1.137,1.191,0.485,1000.0,45.0,0.485,0.114,1.249,1.137,1.191,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.95976e-07
0.151,1.347,1.262,1.335,0.485,1000.0,45.0,0.485,0.151,1.347,1.262,1.335,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.6474e-06
0.133,1.422,1.279,1.343,0.485,1000.0,45.0,0.485,0.133,1.422,1.279,1.343,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,5.655e-06
0.122,1.249,1.226,1.284,0.485,1000.0,45.0,0.485,0.122,1.249,1.226,1.284,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.92026e-06
0.109,1.347,1.184,1.24,0.485,1000.0,45.0,0.485,0.109,1.347,1.184,1.24,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.7356e-07
0.147,1.422,1.317,1.387,0.485,1000.0,45.0,0.485,0.147,1.422,1.317,1.387,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,2.31624e-05
0.104,1.219,1.136,1.187,0.485,1000.0,45.0,0.485,0.104,1.219,1.136,1.187,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,2.29926e-07
0.136,1.422,1.271,1.332,0.485,1000.0,45.0,0.485,0.136,1.422,1.271,1.332,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,5.96302e-06
0.126,1.313,1.235,1.292,0.485,1000.0,45.0,0.485,0.126,1.313,1.235,1.292,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.22123e-06
0.111,1.219,1.18,1.236,0.485,1000.0,45.0,0.485,0.111,1.219,1.18,1.236,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.11608e-07
0.146,1.422,1.318,1.389,0.485,1000.0,45.0,0.485,0.146,1.422,1.318,1.389,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.8539e-05
0.131,1.707,1.525,1.617,0.485,1000.0,45.0,0.485,0.131,1.707,1.525,1.617,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,2.37268e-06
0.137,1.896,1.523,1.617,0.485,1000.0,45.0,0.485,0.137,1.896,1.523,1.617,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.35608e-05
0.126,1.652,1.476,1.562,0.485,1000.0,45.0,0.485,0.126,1.652,1.476,1.562,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,9.3851e-07
0.108,1.829,1.399,1.482,0.485,1000.0,45.0,0.485,0.108,1.829,1.399,1.482,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.33012e-07
0.148,1.896,1.571,1.675,0.485,1000.0,45.0,0.485,0.148,1.896,1.571,1.675,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,3.83351e-05
0.103,1.506,1.446,1.52,0.485,1000.0,45.0,0.485,0.103,1.506,1.446,1.52,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.18451e-07
0.118,1.652,1.527,1.606,0.485,1000.0,45.0,0.485,0.118,1.652,1.527,1.606,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.55141e-07
0.13,1.896,1.576,1.66,0.485,1000.0,45.0,0.485,0.13,1.896,1.576,1.66,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.07177e-05
0.146,1.969,1.641,1.736,0.485,1000.0,45.0,0.485,0.146,1.969,1.641,1.736,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,3.04596e-05
0.104,1.463,1.438,1.506,0.485,1000.0,45.0,0.485,0.104,1.463,1.438,1.506,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.06569e-08
0.119,1.707,1.506,1.582,0.485,1000.0,45.0,0.485,0.119,1.707,1.506,1.582,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,4.63591e-07
0.128,1.766,1.559,1.644,0.485,1000.0,45.0,0.485,0.128,1.766,1.559,1.644,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.56381e-06
0.144,1.896,1.602,1.696,0.485,1000.0,45.0,0.485,0.144,1.896,1.602,1.696,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,4.03226e-05
0.141,1.219,1.222,1.284,0.485,1000.0,60.0,0.485,0.141,1.219,1.222,1.284,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,9.46708e-08
0.155,1.422,1.259,1.327,0.485,1000.0,60.0,0.485,0.155,1.422,1.259,1.327,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.77901e-07
0.131,1.422,1.252,1.322,0.485,1000.0,60.0,0.485,0.131,1.422,1.252,1.322,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.30796e-06
0.122,1.313,1.218,1.28,0.485,1000.0,60.0,0.485,0.122,1.313,1.218,1.28,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,6.76283e-07
0.107,1.191,1.151,1.211,0.485,1000.0,60.0,0.485,0.107,1.191,1.151,1.211,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.3247e-07
0.144,1.422,1.283,1.356,0.485,1000.0,60.0,0.485,0.144,1.422,1.283,1.356,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,2.24823e-06
0.132,1.347,1.253,1.321,0.485,1000.0,60.0,0.485,0.132,1.347,1.253,1.321,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,4.43494e-07
0.122,1.384,1.217,1.278,0.485,1000.0,60.0,0.485,0.122,1.384,1.217,1.278,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,8.94043e-08
0.147,1.652,1.551,1.645,0.485,1000.0,60.0,0.485,0.147,1.652,1.551,1.645,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.93127e-06
0.132,1.829,1.51,1.599,0.485,1000.0,60.0,0.485,0.132,1.829,1.51,1.599,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.54815e-07
0.156,1.969,1.598,1.701,0.485,1000.0,60.0,0.485,0.156,1.969,1.598,1.701,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.04611e-05
0.127,1.896,1.574,1.669,0.485,1000.0,60.0,0.485,0.127,1.896,1.574,1.669,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,2.71419e-06
0.138,1.652,1.619,1.72,0.485,1000.0,60.0,0.485,0.138,1.652,1.619,1.72,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.21746e-05
0.12,1.652,1.493,1.579,0.485,1000.0,60.0,0.485,0.12,1.652,1.493,1.579,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.55261e-06
0.104,1.552,1.424,1.505,0.485,1000.0,60.0,0.485,0.104,1.552,1.424,1.505,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,3.63315e-08
0.14,1.896,1.61,1.703,0.485,1000.0,60.0,0.485,0.14,1.896,1.61,1.703,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.28302e-05
0.132,1.707,1.571,1.656,0.485,1000.0,60.0,0.485,0.132,1.707,1.571,1.656,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,7.24731e-06
0.117,1.707,1.504,1.59,0.485,1000.0,60.0,0.485,0.117,1.707,1.504,1.59,0.455,0.13,0.4,2.0,2.0,2.0,2.0,0.13,0.0,0.0,0.0,0.0,0.13,0.13,1.10094e-07
0.144,1.347,1.275,1.351,0.455,1000.0,60.0,0.455,0.144,1.347,1.275,1.351,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.35249e-06
0.128,1.384,1.243,1.315,0.455,1000.0,60.0,0.455,0.128,1.384,1.243,1.315,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.57383e-07
0.123,1.766,1.558,1.647,0.455,1000.0,60.0,0.455,0.123,1.766,1.558,1.647,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.0123e-06
0.138,1.766,1.605,1.706,0.455,1000.0,60.0,0.455,0.138,1.766,1.605,1.706,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.54547e-06
0.114,1.506,1.466,1.558,0.455,1000.0,60.0,0.455,0.114,1.506,1.466,1.558,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,2.25642e-08
0.137,1.896,1.594,1.699,0.455,1000.0,60.0,0.455,0.137,1.896,1.594,1.699,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,4.38378e-07
0.142,1.463,1.312,1.381,0.455,1000.0,45.0,0.455,0.142,1.463,1.312,1.381,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,2.86387e-06
0.131,1.384,1.266,1.33,0.455,1000.0,45.0,0.455,0.131,1.384,1.266,1.33,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.45307e-06
0.125,1.313,1.231,1.288,0.455,1000.0,45.0,0.455,0.125,1.313,1.231,1.288,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,5.48654e-07
0.105,1.28,1.17,1.23,0.455,1000.0,45.0,0.455,0.105,1.28,1.17,1.23,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.49658e-07
0.147,1.422,1.252,1.324,0.455,1000.0,45.0,0.455,0.147,1.422,1.252,1.324,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,6.01995e-07
0.125,1.707,1.574,1.665,0.455,1000.0,45.0,0.455,0.125,1.707,1.574,1.665,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,3.84308e-07
0.137,1.652,1.609,1.707,0.455,1000.0,45.0,0.455,0.137,1.652,1.609,1.707,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,7.9224e-06
0.149,1.969,1.66,1.767,0.455,1000.0,45.0,0.455,0.149,1.969,1.66,1.767,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,2.16679e-05
0.111,1.552,1.504,1.584,0.455,1000.0,45.0,0.455,0.111,1.552,1.504,1.584,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,1.27313e-06
0.103,1.552,1.434,1.509,0.455,1000.0,45.0,0.455,0.103,1.552,1.434,1.509,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,2.04179e-08
0.154,1.896,1.604,1.719,0.455,1000.0,45.0,0.455,0.154,1.896,1.604,1.719,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,2.63696e-05
0.144,1.896,1.576,1.681,0.455,1000.0,45.0,0.455,0.144,1.896,1.576,1.681,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,7.44084e-06
0.136,1.896,1.528,1.624,0.455,1000.0,45.0,0.455,0.136,1.896,1.528,1.624,0.425,0.13,0.4,2.0,2.0,2.0,2.0,0.16,0.0,0.0,0.0,0.0,0.16,0.13,3.50148e-06
0.08,1.249,1.196,1.248,0.545,1000.0,45.0,0.545,0.08,1.249,1.196,1.248,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,6.5199e-07
0.088,1.249,1.237,1.293,0.545,1000.0,45.0,0.545,0.088,1.249,1.237,1.293,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.1286e-06
0.093,1.384,1.286,1.349,0.545,1000.0,45.0,0.545,0.093,1.384,1.286,1.349,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.70275e-06
0.099,1.347,1.324,1.389,0.545,1000.0,45.0,0.545,0.099,1.347,1.324,1.389,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,8.69509e-06
0.106,1.506,1.361,1.431,0.545,1000.0,45.0,0.545,0.106,1.506,1.361,1.431,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.7229e-05
0.113,1.506,1.409,1.483,0.545,1000.0,45.0,0.545,0.113,1.506,1.409,1.483,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.98197e-05
0.075,1.28,1.151,1.196,0.545,1000.0,45.0,0.545,0.075,1.28,1.151,1.196,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,9.37134e-08
0.072,1.249,1.206,1.256,0.545,1000.0,45.0,0.545,0.072,1.249,1.206,1.256,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.43999e-07
0.081,1.347,1.268,1.321,0.545,1000.0,45.0,0.545,0.081,1.347,1.268,1.321,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,5.13323e-07
0.085,1.463,1.301,1.357,0.545,1000.0,45.0,0.545,0.085,1.463,1.301,1.357,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,4.85418e-06
0.093,1.506,1.339,1.398,0.545,1000.0,45.0,0.545,0.093,1.506,1.339,1.398,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,7.80253e-06
0.099,1.463,1.379,1.441,0.545,1000.0,45.0,0.545,0.099,1.463,1.379,1.441,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.7319e-05
0.107,1.652,1.411,1.476,0.545,1000.0,45.0,0.545,0.107,1.652,1.411,1.476,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.43245e-05
0.07,0.966,0.923,0.958,0.545,1000.0,45.0,0.545,0.07,0.966,0.923,0.958,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,9.34418e-08
0.084,0.985,0.984,1.021,0.545,1000.0,45.0,0.545,0.084,0.985,0.984,1.021,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,5.02475e-07
0.094,1.164,1.037,1.08,0.545,1000.0,45.0,0.545,0.094,1.164,1.037,1.08,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.10369e-06
0.108,1.191,1.086,1.13,0.545,1000.0,45.0,0.545,0.108,1.191,1.086,1.13,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,8.03592e-06
0.117,1.164,1.131,1.181,0.545,1000.0,45.0,0.545,0.117,1.164,1.131,1.181,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.1871e-05
0.065,1.089,0.961,1.008,0.545,1000.0,45.0,0.545,0.065,1.089,0.961,1.008,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,6.32574e-08
0.078,1.138,1.026,1.075,0.545,1000.0,45.0,0.545,0.078,1.138,1.026,1.075,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,6.13157e-07
0.091,1.191,1.086,1.137,0.545,1000.0,45.0,0.545,0.091,1.191,1.086,1.137,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.98031e-06
0.104,1.219,1.139,1.195,0.545,1000.0,45.0,0.545,0.104,1.219,1.139,1.195,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.3324e-05
0.116,1.249,1.194,1.251,0.545,1000.0,45.0,0.545,0.116,1.249,1.194,1.251,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.71529e-05
0.087,1.896,1.575,1.652,0.545,1000.0,45.0,0.545,0.087,1.896,1.575,1.652,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,5.96714e-07
0.099,1.896,1.662,1.743,0.545,1000.0,45.0,0.545,0.099,1.896,1.662,1.743,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.45819e-05
0.084,1.6,1.604,1.675,0.545,1000.0,45.0,0.545,0.084,1.6,1.604,1.675,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.51644e-06
0.094,1.896,1.717,1.796,0.545,1000.0,45.0,0.545,0.094,1.896,1.717,1.796,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.6749e-05
0.086,1.219,1.246,1.3,0.545,1000.0,60.0,0.545,0.086,1.219,1.246,1.3,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.34975e-08
0.094,1.384,1.287,1.343,0.545,1000.0,60.0,0.545,0.094,1.384,1.287,1.343,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,9.74552e-08
0.103,1.6,1.337,1.396,0.545,1000.0,60.0,0.545,0.103,1.6,1.337,1.396,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,5.0794e-07
0.111,1.6,1.352,1.413,0.545,1000.0,60.0,0.545,0.111,1.6,1.352,1.413,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,8.21331e-06
0.111,1.652,1.397,1.465,0.545,1000.0,60.0,0.545,0.111,1.652,1.397,1.465,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.16506e-05
0.118,1.506,1.42,1.491,0.545,1000.0,60.0,0.545,0.118,1.506,1.42,1.491,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.6156e-05
0.085,1.506,1.277,1.34,0.545,1000.0,60.0,0.545,0.085,1.506,1.277,1.34,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.40488e-07
0.091,1.506,1.32,1.385,0.545,1000.0,60.0,0.545,0.091,1.506,1.32,1.385,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,2.43768e-06
0.098,1.506,1.364,1.434,0.545,1000.0,60.0,0.545,0.098,1.506,1.364,1.434,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.06283e-05
0.104,1.652,1.397,1.466,0.545,1000.0,60.0,0.545,0.104,1.652,1.397,1.466,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.67059e-05
0.108,1.506,1.427,1.503,0.545,1000.0,60.0,0.545,0.108,1.506,1.427,1.503,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,4.55074e-05
0.069,1.045,0.927,0.962,0.545,1000.0,60.0,0.545,0.069,1.045,0.927,0.962,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,0.0
0.083,1.089,0.999,1.038,0.545,1000.0,60.0,0.545,0.083,1.089,0.999,1.038,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,3.3768e-08
0.095,1.219,1.056,1.098,0.545,1000.0,60.0,0.545,0.095,1.219,1.056,1.098,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,1.39258e-07
0.107,1.113,1.093,1.137,0.545,1000.0,60.0,0.545,0.107,1.113,1.093,1.137,0.515,0.13,0.47,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,0.0,0.07,0.13,6.66389e-07
